26	13.05.2016			6	5	3	4	4	4	3	4	5	6	5	4	5	4	4			
27	15.05.2016			4	4	5	4	5	6	5	4	5	4						5	4	4
28	18.05.2016			4	4	4	4	5	5	4	5	5	5	4	3	6	4	4	4	5	4
29	21.05.2016			5	4	4	3	4	4	4	4	5	6	4	3	5	3	4	4	4	4
30	25.05.2016	Buzzz		5	3	3	4	4	3	4	4	5	4	7	4	6	4	4	4	3	4
31	05.06.2016			3	4	3	3	6	3	4	5	5	7	6	3	7	4	3	4	4	4
32	14.06.2016			5	4	3	4	5	4	4	5	4	4	5	5	5	4	4	3	4	5
33	18.06.2016			5	4	4	4	4	4	3	4	3	6	4	3	6	5	4	4	4	5
34	19.06.2016	Buzzz+Aviar		5	5	3	7	4	5	4	4	5	4	4	4	5	4	4	3	4	4
35	22.06.2016			6	4	5	4	6	3	4	4	6	4	5	5	6	3	4	4	4	4
36	26.06.2016	Magnet		5	3	4	3	5	4	5	5	5	5	6	5	5	4	4	4	4	4
37	28.06.2016	Magnet		4	4	5	4	5	5	5	5	4	5	6	3	6	4	4	4	5	5
38	01.07.2016	Magnet		5	6	3	4	5	5	4	5	6	4	6	3	6	4	5	4	4	4
39	03.07.2016			5	4	4	4	5	6	4	3	5	5	4	4	5	4	4	6	4	4
40	13.07.2016			6	4	5	3	5	4	4	4	4	4	4	4	5	3	6	4	3	4
41	15.07.2016	Buzzz+Aviar		4	4	3	3	4	4	5	4	5	4	5	4	5	3	3	4	4	4
42	16.07.2016	3 Scheiben		4	5	4	5	4	5	3	4	4	7	5	3	5	4	4	4	4	4
43	19.07.2016	3 Scheiben		5	3	5	4	5	4	4	3	6	6	6	4	5	4	4	4	4	5
44	24.07.2016	3 Scheiben		4	5	3	6	5	4	4	4	3	4	5	3	6	3	5	3	4	4
45	26.07.2016	3 Scheiben		6	3	4	3	6	4	4	5	5	5	5	4	6	3	4	3	4	4
46	04.08.2016			5	4	4	4	5	4	5	4	4	5	5	4	5	3	4	4	3	4
47	05.08.2016			4	4	5	5	4	6	4	4	3	5	5	4	5	4	4	4	5	4
48	07.08.2016			4	4	5	4	5	4	4	3	4	4	3	4	5	4	4	4	3	4
49	10.08.2016			5	5	5	5	3	5	5	4	5	5	4	5	4	3	4	4	4	5
50	13.08.2016			5	4	3	4	4	3	5	4	4	6	4	4	4	3	3	4	4	4
51	14.08.2016			4	4	4	4	4	4	3	4	3	5	4	4	6	3	3	3	3	4
52	19.08.2016			4	5	4	4	4	3	3	4	3	3	4	3	5	4	5	4	4	3
53	10.09.2016			5	3	3	4	4	3	3	4	5	2	5	4	6	3	4	4	4	4
54	11.09.2016			4	3	4	4	4	4	3	5	4	3	4	4	6	4	3	3	3	4
55	19.09.2016			5	5	4	4	5	4	4	4	5	5	5	3	6	4	3	3	3	4
56	21.09.2016			4	4	3	4	4	5	4	3	5	4	4	4	4	3	4			
57	24.09.2016			4	3	3	4	5	4	5	4	4	5	4	3	5	3	3	3	4	5
58	02.10.2016			4	4	5	4	5	4	4	4	4	4	4	3	6	4	4	4	3	4
59	02.10.2016			4	4	3	4	4	4	4	4	5	3	4	3	5	3	4	3	4	5
60	08.10.2016			4	4	3	4	5	4	6	3	4	4	5	4	5	4	5	4	5	4
61	14.10.2016			4	4	3	4	4	4	3	4	4	4	5	4	7	5	3	4	3	3
62	15.10.2016			4	4	3	4	4	4	4	4	5	4	5	4	6	3	4	4	3	5
63	16.10.2016			4	5	3	3	5	4	4	3	4	5	4	5	4	3	4	3	3	4
64	22.10.2016			5	5	3	4	4	4	4	3	5	5	5	4	5	3	4	4	4	4
65	29.10.2016			4	5	4	5	3	3	4	4	5	5	4	4	4	3	4	4	4	3
66	30.10.2016			3	5	3	3	4	4	4	4	6	5	4	4	5	3	4	3	3	4
67	12.11.2016			4	4	3	4	4	3	4	4	4	4	5	4	7	4	4	3	4	5
68	13.11.2016			4	5	4	5	4	3	4	3	6	4	5	4	4	4	3	4	5	4
69	20.11.2016			4	4	4	3	5	4	4	4	4	4	4	4	6	3	5	4	4	4
70	26.11.2016			4	3	4	4	3	4	4	4	5	6	7	4	6	3	3	3	3	4
71	26.11.2016			4	4	5	3	4	4	4	6	5	5	5	3	5	4	4	3	4	4
72	03.12.2016			3	3	4	3	4	4	4	5	4	5	5	4	6	4	5	4	4	4
73	04.12.2016	Buzzz		4	4	3	3	4	3	4	4	4	5	5	3	5	4	4	4	3	5
74	10.12.2016	Buzzz		5	4	4	4	5	6	5	4	4	4	5	4	4	3	4	4	4	4
75	10.12.2016	Buzzz		4	4	4	4	3	4	4	3	4	5	4	4	4	3	4	3	3	3
76	17.12.2016	Buzzz		5	4	4	4	4	4	3	4	4	4	5	3	5	3	4	3	3	3
77	17.12.2016	Buzzz		5	3	4															
78	23.12.2016			4	4	4	4	4	5	4	5	5	3	4	3	4	3	4	4	3	3
79	28.12.2016			4	5	5	4	3	4	4	4	3	4	5	3	6	3	3	4	3	3
80	29.12.2016	Aviar		4	5	4	4	5	5	4	5	4	5	6	3	5	4	4	3	4	5
81	01.01.2017			4	4	4	4	6	4	5	4	4	3	4	4	4	4	4	4	3	4
82	08.01.2017			4	4	4	3	4	4	3	3	6	3	5	4	5	4	4	3	3	3
83	20.01.2017			4	5	4	3	4	4	3	4	4	5	4	4	4	3	4	3	3	4
84	21.01.2017			4	4	3	5	5	4	4	4	4	3	4	3	5	4	4	4	3	4
85	28.01.2017			4	4	4	5	5	4	3	4	5	4	4	4	5	5	4	4	4	5
86	05.02.2017			4	4	4	3	4	5	3	4	4	5	4	4	5	4	4	4	4	4
87	05.02.2017			5	4	3	3	4	4	3	3	5	4	5	3	4	4	4	4	2	5
88	19.02.2017			4	3	4	3	4	4	4	4	3	4	5	4	5	3	4	3	3	3
89	19.02.2017			5	3	3	3	4	5	3	3	4	4	4	4	4	4	4	4	3	4
90	26.02.2017			4	4	3	3	4	3	4	4	4	3	4	5	4	4	4	4	3	3
91	02.03.2017	Aviar		6	5	3	6	5	5	4	4	6	4	5	3	5	4	3	4	3	3
92	04.03.2017	Aviar		4	4	4	4	4	6	4	4	4	4	4	4	5	4	4	5	3	4
93	04.03.2017	Aviar		4	3	5	4	4	4	4	4	4	4	5	4	5	4	4	4	4	4
94	12.03.2017			5	5	4	3	3	4	3	4	5	4	4	5	5	3	3	4	4	4
95	12.03.2017			3	4	4	4	4	4	4	4	4	5	5	5	5	3	4	4	3	4
96	14.03.2017			4	3	3	4	3	4	4	4	4	5	5	4	4	3	4	3	3	4
97	16.03.2017			5	3	3	4	4	3	3	3	3	4	5	3	4	3	5	4	3	4
98	18.03.2017			4	5	3	4	4	5	3	4	5	4	3	4	3	3	5	3	4	5
99	22.03.2017			4	4	3	4	5	6	4	5	5	4	5	5	5	2	3	3	3	4
100	24.03.2017			3	6	3	3	4	3	4	4	5	4	5	3	4	3	4	3	3	4
101	30.03.2017	aggressiv		3	3	5	4	4	4	5	4	5	4	4	4	4	4	3	4	4	4
102	30.03.2017	vorsichtig		5	5	5	4	3	5	4	3	3	4	5	4	4	3	3	3	4	4
103	05.04.2017			4	4	3	6	4	3	4	3	4	4	5	3	4	4	3	3	3	5
104	05.04.2017	Vorhand		5	3	4	4	5	5	4	4	6	7	6	3	6	3	4	4	3	4
105	07.04.2017			5	3	4	3	3	3	4	4	4	3	4	4	5	3	4	4	3	4
106	09.04.2017			4	3	3	3	5	4	3	3	4	4	4	3	4	3	4	3	3	4
107	20.04.2017			4	3	3	5	4	4	4	4	3	4	4	3	4	5	4	3	3	3
108	22.04.2017			4	3	3	3	5	5	4	4	5	4	4	3	4	3	4	3	4	4
109	23.04.2017			5	3	3	5	5	4	4	3	4	4	5	4	4	4	3	3	3	3
110	26.04.2017			4	3	3	3	5	3	3	4	5	4	4	3	4	3	3	3	3	3
111	01.05.2017			4	3	3	3	4	4	4	3	4	4	4	4	6	3	4	3	4	5
112	06.05.2017			3	4	4	5	4	4	4	4	4	4	4	5	4	3	4	3	3	4
113	06.05.2017			4	3	3	3	6	5	4	3	4	4	3	3	4	3	3	3	4	4
114	07.05.2017			3	4	3	4	4	4	4	3	4	4	4	3	5	3	4	4	3	4
115	13.05.2017	Aviar		5	3	3	4	5	5	4	4	4	5	5	2	5	3	4	4	3	4
116	14.05.2017			5	4	3	3	3	4	4	4	4	3	4	3	5	3	4	3	3	4
117	17.05.2017			3	3	3	3	3	4	4	5	5	3	5	3	4	3	4	4	3	4
118	20.05.2017			3	3	3	4	3	4	3	4	4	3	6	4	5	4	3	3	3	4
119	04.06.2017			4	4	3	4	4	4	5	3	3	5							4	
120	17.06.2017			3	4	3	3	6	4	3	3	5	3	4	3	5	3	4	3	3	3
121	18.06.2017			5	3	4	5	4	4	4	5	4	4	4	3	4	3	3	3	3	3
122	19.06.2017			3	4	5	3	3	4	4	4	4	4	4	4	6	2	4	4	3	4
123	23.06.2017			4	3	3	4	4	4	4	4	3	3	6	4	5	3	3	3	3	4
124	26.06.2017	Buzzz		3	4	4	3	5	6	3	3	3	5	4	3	5	4	3	4	3	3
125	28.06.2017	Buzzz		4	3	3	5	4	4	3	3	5	3	5	4	5	3	3	4	3	3
126	29.06.2017			4	4	4	4	4	4	4	3	5	4	4	3	6	4	3	3	3	3
127	30.06.2017			3	4	4	3	3	4	3	4	4	4	5	3	5	3	3	3	3	3
128	02.07.2017			4	4	3	4	5	5	3	4	4	3	5	4	5	3	4	4	3	4
129	04.07.2017			4	3	4	4	4	3	3	3	4	5	4	3	6	3	4	3	3	4
130	09.07.2017			4	4	3	4	5	4	4	3	4	3	4	3	4	3	4	4	3	4
131	15.07.2017			3	3	3	4	4	3	4	4	4	3	4	5	6	3	3	4	3	3
132	15.07.2017			3	3	3	3	4	4	3	4	3	4	5	3	4	4	4	3	3	4
133	16.07.2017			4	4	3	6	3	4	3	3	4	3	3	4	4	2	4	4	2	3
134	23.07.2017			6	4	3	3	5	3	4	3	3	4	4	3	4	3	3	3	3	4
135	02.08.2017			3	4	3	3	5	4	4	4	3	3	4	3	4	4	4	4	3	3
136	14.08.2017			3	5	3	3	3	3	3	4	5	5	5	4	5	2	3	4	3	3
137	16.08.2017			4	3	4	3	4	3	4	3	3	4	4	3	5	3	4	3	3	3
138	16.09.2017			4	4	3	3	4	6	4	3	3	3	4	4	6	3	4	4	3	4
139	16.09.2017			4	4	2	4	4	4	4	4	4	4	4	3	6	3	4	4	3	4
140	23.09.2017			3	3	3	3	4	3	3	4	4	5	4	3	6	3	3	3	4	4
141	03.10.2017			4	4	2	5	3	4	4	3	4	4	5	4	4	4	4	4	3	4
142	08.10.2017			3	4	4	4	5	4	3	4	5	4	4	3	5	3	3	4	4	3
143	15.10.2017			6	3	3	4	4	4	4	4	3	5	4	3	4	3	3	5	5	3
144	28.10.2017			3	3	3	4	4	5	4	4	5	5	4	3	5	4	4	4	3	4
145	28.10.2017			4	2	4	3	4	5												
146	31.10.2017			4	3	3	4	4	4	3	4	4	4	4	3	5	4	3	3	3	4
147	31.10.2017			3	3	4	4	3	5	4	3	4	5	4	3	4	3	3	3	3	4
148	04.11.2017	Aviar		4	4	4	4	5	4	3	4	4	4	5	4	4	3	3	4	3	3
149	12.11.2017			4	3	4	3	4	4	4	4	7	4	4	4	5	3	4	4	3	3
150	12.11.2017			3	3	3	4	4	4	3	3	4									
151	25.11.2017			4	2	3	3	4	3	3	4	4	4	5	4	5	4	4	3	3	3
152	26.11.2017			4	4	3	3	4	5	4	3	4	4	4	3	5	4	3	3	3	4
153	26.11.2017			5	3	3	5	4	3	4	3	4	5	4	3	4	3	4	3	3	3
154	02.12.2017			4	4	4	4	4	4	3	3	5	4	4	4	4	3	3	3	3	3
155	10.12.2017			4	3	3	4	4	4	3	4	4	4	4	4	5	4	4	3	5	4
156	16.12.2017			4	3	4	4	3	3	4	4	4	4	4	3	4	3	4	4	3	3
157	17.12.2017			3	4	4	4	5	4	4	3	3	4	4	3	4	3	3	4	3	4
158	21.12.2017			3	4	3	4	5	3	4	4	4	4	4	3	4	4	4	4	3	3
159	21.12.2017			4	3	4	3	5	5												
160	26.12.2017			5	4	3	3	5	3	3	3	3	5	3	3	4	3	4	3	3	3
161	28.12.2017			3	4	4	4	4	4	4	3	4	4	4	3	4	3	4	3	3	4
162	30.12.2017			4	4	3	3	4	4	3	4	4	4	4	4	5	4	4	3	4	4
163	31.12.2017			4	3	3	4	4	4	4	4	5	4	4	5	5	3	3	3	4	4
164	07.01.2018			3	2	3	3	4	4	3	4	4	4	5	3	5	4	4	4	3	5
165	10.02.2018			4	4	5	4	3	4	6	3	3	4	4	3	5	3	3	3	3	3
166	17.02.2018			4	2	3	3	4													
167	17.02.2018			4	3	3	3	4	3	4	3	4	3	4	3	7	3	4	3	3	3
168	24.02.2018			4	2	4	4	3	4	3	4	4	6	3	4	4	5	4	4	3	3
169	04.03.2018			3	4	4	4	4	4	3	4	5	4	5	3	4	3	3	3	2	3
170	04.03.2018			4	3	3	3	4	3	3	5	3	3	4	4	5	4	3	3	3	3
171	10.03.2018			4	3	3	4	4	4	4	3	5	4	3	3	5	3	4	4	3	4
172	10.03.2018			3	3	4	3	3	4	3	4	4	5	5	3	4	3	3	4	3	3
173	11.03.2018	Buzzz		4	4	3	4	3	4	4	4	4	5	4	3	5	3	3	3	3	3
174	24.03.2018			3	3	4	3	3	4	3	4	5	6	3	3	5	3	4	3	3	4
175	28.03.2018			3	3	3	5	4	3	3	3	5	4	4	3	4	3	4	3	3	4
176	02.04.2018			3	4	3	4	4	5	4	4	5	4	3	3	4	4	3	3	3	4
177	05.04.2018			4	4	3	4	5	5	3	4	4	4	3	3	4	3	4	4	3	3
178	07.04.2018			3	3	4	3	4	5	4	3	6	3	4	3	4	3	3	4	2	3
179	08.04.2018			5	3	3	4	3	4	3	4	4	3	3	2	3	3	3	3	3	4
180	12.04.2018			3	2	3	3	3	4	4	4	5	3	4	2	4	3	3	3	4	3
181	13.04.2018			3	3	3	3	4	5	3	3	3	4	4	3	4	3	3	3	4	4
182	21.04.2018			3	2	3	3	4	4	4	3	4	4	4	3	5	4	4	3	3	3
